# https://finance.yahoo.com/quote/BTC-USD/history/,,,,
Open,High,Low,Volume,Close
69991.89844,71727.6875,68381.92969,40827113309,69455.34375
69452.77344,71546.02344,68895.50781,34374900617,70744.95313
70744.79688,70913.09375,69076.65625,25230851763,69892.82813
69893.44531,70355.49219,69601.0625,17130241883,69645.30469
69647.78125,71377.78125,69624.86719,20050941373,71333.64844
71333.48438,71342.09375,68110.69531,34873527352,69702.14844
69705.02344,69708.38281,64586.59375,50705240709,65446.97266
65446.67188,66914.32031,64559.89844,34488018367,65980.8125
65975.69531,69291.25781,65113.79688,34439527442,68508.84375
68515.75781,68725.75781,66011.47656,33748230056,67837.64063
67840.57031,69629.60156,67491.71875,19967785809,68896.10938
68897.10938,70284.42969,68851.63281,21204930369,69362.55469
69362.55469,72715.35938,69064.24219,37261432669,71631.35938
71632.5,71742.50781,68212.92188,36426900409,69139.01563
69140.24219,71093.42969,67503.5625,38318601774,70587.88281
70575.73438,71256.23438,69571.8125,30153382941,70060.60938
70061.38281,71222.74219,65254.83594,44129299406,67195.86719
67188.375,67931.42969,60919.10547,52869738185,63821.47266
63836.23047,65824.42969,62205.85156,49084320047,65738.72656
65739.64844,66878.64844,62332.07031,43595917654,63426.21094
63419.29688,64355.66797,61716.40234,42847528078,63811.86328
63831.84766,64486.36328,59768.58594,41915247049,61276.69141
61275.31641,64125.6875,60833.48047,36006307335,63512.75391
63510.75,65481.59766,59651.39063,49920425401,63843.57031
63851.10156,65442.45703,63172.40234,23097485495,64994.44141
64992.81641,65723.24219,64277.72266,20506644853,64926.64453
64935.63281,67233.96094,64548.17969,28282686673,66837.67969
66839.89063,67199.24219,65864.86719,24310975583,66407.27344
66408.71875,67075.36719,63589.87109,30276655120,64276.89844
64275.01953,65275.20703,62783.63281,32155786816,64481.70703
64485.37109,64789.65625,63322.39844,24139372950,63755.32031
63750.98828,63898.36328,62424.71875,19530783039,63419.14063
63423.51563,64321.48438,62793.59766,17334827993,63113.23047
63106.36328,64174.87891,61795.45703,26635912073,63841.12109
63839.41797,64703.33203,59120.06641,37840840057,60636.85547
60609.49609,60780.5,56555.29297,48439780271,58254.01172
58253.70313,59602.29688,56937.20313,32711813559,59123.43359
59122.30078,63320.50391,58848.3125,33172023048,62889.83594
62891.03125,64494.95703,62599.35156,20620477992,63891.47266
63892.45313,64610.89063,62955.30469,18296164805,64031.13281
64038.3125,65494.90234,62746.23828,28697928697,63161.94922
63162.76172,64390.45703,62285.98047,25930730982,62334.81641
62332.64063,62986.08594,60877.12891,26088172222,61187.94141
61191.19922,63404.91406,60648.07422,25453338161,63049.96094
63055.19141,63446.74219,60208.78125,27804954694,60792.77734
60793.35547,61451.15234,60492.625,13842272968,60793.71094
60793.50391,61818.15625,60632.60156,13800459405,61448.39453
61451.21875,63422.66016,60769.83984,27889181179,62901.44922
62900.77344,63092.125,61123.76563,28186271527,61552.78906
61553.98828,66454.45313,61330.41016,39815167074,66267.49219
66256.10938,66712.42969,64613.05469,31573077994,65231.58203
65231.29688,67459.46094,65119.31641,28031279310,67051.875
67066.21094,67387.32813,66663.5,16712277406,66940.80469
66937.92969,67694.29688,65937.17969,19249094538,66278.36719
66278.74219,71483.5625,66086.17188,43850655717,71448.19531
71443.0625,71946.46094,69191.125,46932005990,70136.53125
70135.32031,70623.69531,68977.69531,32802561717,69122.33594
69121.30469,70041.27344,66356.95313,41895680979,67929.5625
67928.13281,69220.29688,66622.67188,29197308153,68526.10156
68526.92188,69579.32031,68515.82031,15473071741,69265.94531
69264.28906,69506.22656,68183.89063,15628433737,68518.09375
68512.17969,70597.88281,68232.5,25870990717,69394.55469
69392.19531,69514.64063,67227.15625,32722265965,68296.21875
68296.35156,68852.46094,67101.49219,26707072906,67578.09375
67576.08594,69500.53906,67118.07813,29509712534,68364.99219
68362.51563,68999.5625,66633.42188,27387283769,67491.41406
67489.60938,67839.76563,67386.19531,11641495604,67706.9375
67710.27344,68409.16406,67315.52344,17110588415,67751.60156
67753.89844,70230.82031,67589.83594,32401285324,68804.78125
68804.57031,71047.40625,68564.64063,33149696545,70567.76563
70568.35156,71735.41406,70390.71094,32810771409,71082.82031
71082.84375,71625.73438,70119.125,25223152007,70757.16406
70759.1875,71907.85156,68507.25781,36188381096,69342.58594
69324.17969,69533.32031,69210.74219,14262185861,69305.77344
69297.49219,69817.52344,69160.84375,13534028500,69647.99219
69644.3125,70146.07031,69232.42188,20597699541,69512.28125
69508.07813,69549.41406,66123.60156,37116136345,67332.03125
67321.375,69977.89063,66902.45313,34497940694,68241.1875
68243.10156,68365.78125,66304.5625,28955204146,66756.39844
66747.57031,67294.64844,65056.89453,27403884779,66011.09375
66006.74219,66402.1875,65871.77344,14121265576,66191
66189.35938,66894.84375,66018.25,13281140541,66639.04688
66636.51563,67188.32031,65094.96484,30006354476,66490.29688
66490.97656,66556.70313,64066.95703,39481285950,65140.74609
65146.66016,65695.35156,64693.30078,21103423504,64960.29688
64960.29688,66438.96094,64547.84766,25641109124,64828.65625
64837.98828,65007.54688,63378.89453,26188171739,64096.19922
64113.86328,64475.46875,63929.75781,9858198793,64252.57813
64248.96484,64491.70313,63180.79688,11170471802,63180.79688
63173.35156,63292.52734,58601.69922,43152133651,60277.41406
60266.28125,62258.26172,60239.75,29201215431,61804.64063
61789.67578,62434.13672,60695.1875,22506003064,60811.27734
60811.22656,62293.86328,60585.33203,21231745045,61604.80078
61612.80469,62126.09766,59985.40234,24952866877,60320.13672
60319.875,61097.62109,60300.96484,12652903396,60887.37891
60888.44531,62892.82813,60632.94922,17333226409,62678.29297
62673.60547,63777.22656,62495.51172,25468379421,62851.98047
62844.41016,63203.35938,61752.74609,20151616992,62029.01563
62034.33203,62187.70313,59419.38672,29756701685,60173.92188
60147.13672,60399.67578,56777.80469,41149609230,56977.70313
57022.80859,57497.15234,53717.375,55417544033,56662.375
56659.07422,58472.54688,56038.96094,20610320577,58303.53906
58239.42969,58371.12109,55793.32422,20553359505,55849.10938
55849.57422,58131.33594,54321.01953,39766159899,56705.09766
56704.59766,58239.19531,56316.875,27849512607,58009.22656
58033.88281,59359.43359,57178.41406,26175260526,57742.49609
57729.89063,59299.43359,57120.37891,28707803842,57344.91406
57341.19531,58532.55469,56590.17578,25604805221,57899.46484
57908.73828,59787.07813,57796.44141,17080061806,59231.95313
59225.25,61329.52734,59225.25,22223416061,60787.79297
60815.45703,64870.15234,60704.92969,38094526099,64870.15234
64784.41797,65155.00781,62570.65234,43261321216,64493.46484
